model,run_a,run_b,date_a,date_b,n_pairs,acc_a,acc_b,a,b,c,d,discordance,delta,delta_lo,delta_hi,p_down,p_up,gap_days,p_down_holm,stat_sig,alert
gpt-5,gha-23118723659,gha-28772619054,2026-03-15,2026-07-06,299,0.9665551839464883,0.9765886287625418,289,0,3,7,0.010033444816053512,0.010033444816053512,-0.001263363813142784,0.02133025344524981,1.0,0.125,113,1.0,False,False
gpt-5-mini,gha-23118723659,gha-23349348405,2026-03-15,2026-03-22,296,0.918918918918919,0.9121621621621622,260,12,10,14,0.07432432432432433,-0.006756756756756757,-0.03780537495471281,0.0242918614411993,0.4159059524536133,0.7382664680480957,7,1.0,False,False
gpt-5-mini,gha-23118723659,gha-23832575964,2026-03-15,2026-04-01,299,0.9163879598662207,0.9063545150501672,259,15,12,13,0.0903010033444816,-0.010033444816053512,-0.04407618799194685,0.024009298359839823,0.3505540192127228,0.7789658308029175,17,1.0,False,False
gpt-5-mini,gha-23118723659,gha-24020491444,2026-03-15,2026-04-06,298,0.9161073825503355,0.8926174496644296,254,19,12,13,0.1040268456375839,-0.02348993288590604,-0.06001287887190226,0.013033013100090175,0.14052075752988458,0.9251936078071594,22,1.0,False,False
gpt-5-mini,gha-23118723659,gha-24328022313,2026-03-15,2026-04-13,298,0.9194630872483222,0.9228187919463087,263,11,12,12,0.07718120805369127,0.003355704697986577,-0.028185047121263806,0.03489645651723696,0.6611802577972412,0.5,29,1.0,False,False
gpt-5-mini,gha-23118723659,gha-24650819763,2026-03-15,2026-04-20,299,0.9163879598662207,0.919732441471572,263,11,12,13,0.07692307692307693,0.0033444816053511705,-0.028090790420323437,0.03477975363102578,0.6611802577972412,0.5,36,1.0,False,False
gpt-5-mini,gha-23118723659,gha-24979191336,2026-03-15,2026-04-27,299,0.9163879598662207,0.9264214046822743,264,10,13,12,0.07692307692307693,0.010033444816053512,-0.021383534934562888,0.04145042456666991,0.7975635528564453,0.3388197422027588,43,1.0,False,False
gpt-5-mini,gha-23118723659,gha-25653805302,2026-03-15,2026-05-11,297,0.9158249158249159,0.9023569023569024,258,14,10,15,0.08080808080808081,-0.013468013468013467,-0.04576167367743406,0.018825646741407125,0.27062809467315674,0.8462718725204468,57,1.0,False,False
gpt-5-mini,gha-23118723659,gha-26017377983,2026-03-15,2026-05-18,298,0.9161073825503355,0.9194630872483222,261,12,13,12,0.08389261744966443,0.003355704697986577,-0.02952799416042495,0.036239403556398105,0.6549810171127319,0.5,64,1.0,False,False
gpt-5-mini,gha-23118723659,gha-26386972486,2026-03-15,2026-05-25,299,0.9163879598662207,0.9063545150501672,261,13,10,15,0.07692307692307693,-0.010033444816053512,-0.04145042456666991,0.021383534934562888,0.3388197422027588,0.7975635528564453,71,1.0,False,False
gpt-5-mini,gha-23118723659,gha-26739370271,2026-03-15,2026-06-01,297,0.9191919191919192,0.9057239057239057,257,16,12,12,0.09427609427609428,-0.013468013468013467,-0.048354757884479634,0.021418730948452695,0.28579409420490265,0.8275357745587826,78,1.0,False,False
gpt-5-mini,gha-23118723659,gha-27120305151,2026-03-15,2026-06-08,298,0.9161073825503355,0.9261744966442953,264,9,12,13,0.07046979865771812,0.010067114093959731,-0.020051635485115415,0.04018586367303488,0.808344841003418,0.33181190490722656,85,1.0,False,False
gpt-5-mini,gha-23118723659,gha-27529172037,2026-03-15,2026-06-15,299,0.9163879598662207,0.9063545150501672,260,14,11,14,0.08361204013377926,-0.010033444816053512,-0.042789627282806816,0.022722737650699792,0.34501898288726807,0.787821888923645,92,1.0,False,False
gpt-5-mini,gha-23118723659,gha-27934941478,2026-03-15,2026-06-22,299,0.9163879598662207,0.9230769230769231,263,11,13,12,0.0802675585284281,0.006688963210702341,-0.025415796909821663,0.03879372333122635,0.7293719053268433,0.4194098711013794,99,1.0,False,False
gpt-5-mini,gha-23118723659,gha-28353397523,2026-03-15,2026-06-29,299,0.9163879598662207,0.903010033444816,260,14,10,15,0.0802675585284281,-0.013377926421404682,-0.04545581688165953,0.018699964038850173,0.27062809467315674,0.8462718725204468,106,1.0,False,False
gpt-5-mini,gha-23118723659,gha-28772619054,2026-03-15,2026-07-06,299,0.9163879598662207,0.9264214046822743,264,10,13,12,0.07692307692307693,0.010033444816053512,-0.021383534934562888,0.04145042456666991,0.7975635528564453,0.3388197422027588,113,1.0,False,False
gpt-5-nano,gha-23118723659,gha-23349348405,2026-03-15,2026-03-22,296,0.8344594594594594,0.8614864864864865,230,17,25,24,0.14189189189189189,0.02702702702702703,-0.015775384973487766,0.06982943902754182,0.9179252991084468,0.13997811926446957,7,1.0,False,False
gpt-5-nano,gha-23118723659,gha-23832575964,2026-03-15,2026-04-01,297,0.835016835016835,0.8619528619528619,232,16,24,25,0.13468013468013468,0.026936026936026935,-0.014689202327841436,0.06856125619989531,0.923070027918584,0.13409362552738457,17,1.0,False,False
gpt-5-nano,gha-23118723659,gha-24020491444,2026-03-15,2026-04-06,298,0.8355704697986577,0.8758389261744967,240,9,21,28,0.10067114093959731,0.040268456375838924,0.004535060925940804,0.07600185182573704,0.991937599144876,0.021386972628533847,22,1.0,False,False
gpt-5-nano,gha-23118723659,gha-24328022313,2026-03-15,2026-04-13,298,0.8355704697986577,0.8791946308724832,237,12,25,24,0.12416107382550336,0.0436241610738255,0.003924518733911669,0.08332380341373934,0.9899630740401335,0.02351551371975802,29,1.0,False,False
gpt-5-nano,gha-23118723659,gha-24650819763,2026-03-15,2026-04-20,298,0.8355704697986577,0.8523489932885906,233,16,21,28,0.12416107382550336,0.016778523489932886,-0.023183526392993762,0.05674057337285954,0.8379956999560818,0.2556878907926148,36,1.0,False,False
gpt-5-nano,gha-23118723659,gha-24979191336,2026-03-15,2026-04-27,297,0.835016835016835,0.8720538720538721,236,12,23,26,0.11784511784511785,0.037037037037037035,-0.0017772111111372252,0.0758512851852113,0.9795202042441815,0.04476553946733476,43,1.0,False,False
gpt-5-nano,gha-23118723659,gha-25653805302,2026-03-15,2026-05-11,296,0.8344594594594594,0.8614864864864865,229,18,26,23,0.14864864864864866,0.02702702702702703,-0.016787790316671512,0.07084184437072558,0.9129144263646367,0.14560761827294755,57,1.0,False,False
gpt-5-nano,gha-23118723659,gha-26017377983,2026-03-15,2026-05-18,297,0.835016835016835,0.8821548821548821,238,10,24,25,0.11447811447811448,0.04713804713804714,0.009032968837407618,0.08524312543868666,0.9954794072546065,0.012153255054727197,64,1.0,False,False
gpt-5-nano,gha-23118723659,gha-26386972486,2026-03-15,2026-05-25,297,0.835016835016835,0.8451178451178452,230,18,21,28,0.13131313131313133,0.010101010101010102,-0.031095757009591322,0.05129777721161153,0.7388013097515794,0.3746293123804209,71,1.0,False,False
gpt-5-nano,gha-23118723659,gha-26739370271,2026-03-15,2026-06-01,297,0.835016835016835,0.8653198653198653,233,15,24,25,0.13131313131313133,0.030303030303030304,-0.010765397657354965,0.07137145826341557,0.9459354892969714,0.09979543345980349,78,1.0,False,False
gpt-5-nano,gha-23118723659,gha-27120305151,2026-03-15,2026-06-08,297,0.835016835016835,0.8888888888888888,242,6,22,27,0.09427609427609428,0.05387205387205387,0.019493395978617857,0.08825071176548988,0.9995438829064369,0.0018595829606056213,85,1.0,False,False
gpt-5-nano,gha-23118723659,gha-27529172037,2026-03-15,2026-06-15,297,0.835016835016835,0.8518518518518519,232,16,21,28,0.12457912457912458,0.016835016835016835,-0.023261432002848817,0.056931465672882486,0.8379956999560818,0.2556878907926148,92,1.0,False,False
gpt-5-nano,gha-23118723659,gha-27934941478,2026-03-15,2026-06-22,298,0.8355704697986577,0.8624161073825504,236,13,21,28,0.11409395973154363,0.026845637583892617,-0.011384272686034449,0.06507554785381968,0.9392752575222403,0.11474050651304424,99,1.0,False,False
gpt-5-nano,gha-23118723659,gha-28353397523,2026-03-15,2026-06-29,298,0.8355704697986577,0.8389261744966443,230,19,20,29,0.13087248322147652,0.003355704697986577,-0.037717011642922016,0.044428421038895174,0.625370687619579,0.5000000000000002,106,1.0,False,False
gpt-5-nano,gha-23118723659,gha-28772619054,2026-03-15,2026-07-06,297,0.835016835016835,0.8821548821548821,237,11,25,24,0.12121212121212122,0.04713804713804714,0.007906692134338332,0.08636940214175595,0.9943345079082064,0.014408359827939423,113,1.0,False,False
gpt-5.1,gha-23118723659,gha-23349348405,2026-03-15,2026-03-22,296,0.956081081081081,0.9695945945945946,282,1,5,8,0.02027027027027027,0.013513513513513514,-0.002632854196153632,0.02965988122318066,0.984375,0.109375,7,1.0,False,False
gpt-5.1,gha-23118723659,gha-23832575964,2026-03-15,2026-04-01,298,0.9563758389261745,0.9563758389261745,282,3,3,10,0.020134228187919462,0.0,-0.016110737905553788,0.016110737905553788,0.65625,0.65625,17,1.0,False,False
gpt-5.1,gha-23118723659,gha-24020491444,2026-03-15,2026-04-06,298,0.9563758389261745,0.9731543624161074,285,0,5,8,0.016778523489932886,0.016778523489932886,0.002195402210483475,0.031361644769382295,1.0,0.03125,22,1.0,False,False
gpt-5.1,gha-23118723659,gha-24328022313,2026-03-15,2026-04-13,297,0.9562289562289562,0.9629629629629629,283,1,3,10,0.013468013468013467,0.006734006734006734,-0.006442407774546781,0.019910421242560247,0.9375,0.3125,29,1.0,False,False
gpt-5.1,gha-23118723659,gha-24650819763,2026-03-15,2026-04-20,298,0.9563758389261745,0.9697986577181208,283,2,6,7,0.026845637583892617,0.013422818791946308,-0.005117727410630395,0.031963364994523014,0.96484375,0.14453125,36,1.0,False,False
gpt-5.1,gha-23118723659,gha-24979191336,2026-03-15,2026-04-27,297,0.9562289562289562,0.9595959595959596,282,2,3,10,0.016835016835016835,0.003367003367003367,-0.011384570145121472,0.018118576879128205,0.8125,0.5,43,1.0,False,False
gpt-5.1,gha-23118723659,gha-25653805302,2026-03-15,2026-05-11,298,0.9563758389261745,0.9731543624161074,283,2,7,6,0.030201342281879196,0.016778523489932886,-0.0028608419994465666,0.036417888979312335,0.98046875,0.08984375,57,1.0,False,False
gpt-5.1,gha-23118723659,gha-26017377983,2026-03-15,2026-05-18,297,0.9562289562289562,0.9696969696969697,282,2,6,7,0.026936026936026935,0.013468013468013467,-0.005134747205828518,0.032070774141855454,0.96484375,0.14453125,64,1.0,False,False
gpt-5.1,gha-23118723659,gha-26386972486,2026-03-15,2026-05-25,297,0.9562289562289562,0.9528619528619529,280,4,3,10,0.02356902356902357,-0.003367003367003367,-0.020822980687473923,0.01408897395346719,0.5,0.7734375,71,1.0,False,False
gpt-5.1,gha-23118723659,gha-26739370271,2026-03-15,2026-06-01,298,0.9563758389261745,0.9563758389261745,283,2,2,11,0.013422818791946308,0.0,-0.013154362416107382,0.013154362416107382,0.6875,0.6875,78,1.0,False,False
gpt-5.1,gha-23118723659,gha-27120305151,2026-03-15,2026-06-08,297,0.9562289562289562,0.9528619528619529,281,3,2,11,0.016835016835016835,-0.003367003367003367,-0.018118576879128205,0.011384570145121472,0.5,0.8125,85,1.0,False,False
gpt-5.1,gha-23118723659,gha-27529172037,2026-03-15,2026-06-15,297,0.9562289562289562,0.9696969696969697,281,3,7,6,0.03367003367003367,0.013468013468013467,-0.007344601163920718,0.034280628099947655,0.9453125,0.171875,92,1.0,False,False
gpt-5.1,gha-23118723659,gha-27934941478,2026-03-15,2026-06-22,297,0.9562289562289562,0.9629629629629629,282,2,4,9,0.020202020202020204,0.006734006734006734,-0.009412823370703562,0.02288083683871703,0.890625,0.34375,99,1.0,False,False
gpt-5.1,gha-23118723659,gha-28353397523,2026-03-15,2026-06-29,298,0.9563758389261745,0.959731543624161,284,1,2,11,0.010067114093959731,0.003355704697986577,-0.0080299341708716,0.014741343566844756,0.875,0.5,106,1.0,False,False
gpt-5.1,gha-23118723659,gha-28772619054,2026-03-15,2026-07-06,298,0.9563758389261745,0.9496644295302014,280,5,3,10,0.026845637583892617,-0.006711409395973154,-0.025298873968472493,0.011876055176526183,0.36328125,0.85546875,113,1.0,False,False
gpt-5.2,gha-23118723659,gha-23349348405,2026-03-15,2026-03-22,297,0.9663299663299664,0.9663299663299664,286,1,1,9,0.006734006734006734,0.0,-0.009332857179297193,0.009332857179297193,0.75,0.75,7,1.0,False,False
gpt-5.2,gha-23118723659,gha-23832575964,2026-03-15,2026-04-01,300,0.9666666666666667,0.97,290,0,1,9,0.0033333333333333335,0.0033333333333333335,-0.0031891020218819993,0.009855768688548667,1.0,0.5,17,1.0,False,False
gpt-5.2,gha-23118723659,gha-24020491444,2026-03-15,2026-04-06,299,0.9665551839464883,0.9698996655518395,288,1,2,8,0.010033444816053512,0.0033444816053511705,-0.008003099453279941,0.014692062663982281,0.875,0.5,22,1.0,False,False
gpt-5.2,gha-23118723659,gha-24328022313,2026-03-15,2026-04-13,299,0.9665551839464883,0.9698996655518395,288,1,2,8,0.010033444816053512,0.0033444816053511705,-0.008003099453279941,0.014692062663982281,0.875,0.5,29,1.0,False,False
gpt-5.2,gha-23118723659,gha-24650819763,2026-03-15,2026-04-20,300,0.9666666666666667,0.9766666666666667,290,0,3,7,0.01,0.01,-0.0012593427872145367,0.021259342787214537,1.0,0.125,36,1.0,False,False
gpt-5.2,gha-23118723659,gha-24979191336,2026-03-15,2026-04-27,298,0.9664429530201343,0.9697986577181208,287,1,2,8,0.010067114093959731,0.003355704697986577,-0.0080299341708716,0.014741343566844756,0.875,0.5,43,1.0,False,False
gpt-5.2,gha-23118723659,gha-25653805302,2026-03-15,2026-05-11,299,0.9665551839464883,0.9732441471571907,289,0,2,8,0.006688963210702341,0.006688963210702341,-0.0025504100259320503,0.01592833644733673,1.0,0.25,57,1.0,False,False
gpt-5.2,gha-23118723659,gha-26017377983,2026-03-15,2026-05-18,300,0.9666666666666667,0.9766666666666667,290,0,3,7,0.01,0.01,-0.0012593427872145367,0.021259342787214537,1.0,0.125,64,1.0,False,False
gpt-5.2,gha-23118723659,gha-26386972486,2026-03-15,2026-05-25,299,0.9665551839464883,0.9698996655518395,289,0,1,9,0.0033444816053511705,0.0033444816053511705,-0.003199731314290724,0.009888694524993065,1.0,0.5,71,1.0,False,False
gpt-5.2,gha-23118723659,gha-26739370271,2026-03-15,2026-06-01,300,0.9666666666666667,0.9666666666666667,289,1,1,9,0.006666666666666667,0.0,-0.009239528607504223,0.009239528607504223,0.75,0.75,78,1.0,False,False
gpt-5.2,gha-23118723659,gha-27120305151,2026-03-15,2026-06-08,300,0.9666666666666667,0.9766666666666667,290,0,3,7,0.01,0.01,-0.0012593427872145367,0.021259342787214537,1.0,0.125,85,1.0,False,False
gpt-5.2,gha-23118723659,gha-27934941478,2026-03-15,2026-06-22,300,0.9666666666666667,0.9666666666666667,289,1,1,9,0.006666666666666667,0.0,-0.009239528607504223,0.009239528607504223,0.75,0.75,99,1.0,False,False
gpt-5.2,gha-23118723659,gha-28353397523,2026-03-15,2026-06-29,300,0.9666666666666667,0.97,289,1,2,8,0.01,0.0033333333333333335,-0.00797644349257494,0.014643110159241609,0.875,0.5,106,1.0,False,False
gpt-5.2,gha-23118723659,gha-28772619054,2026-03-15,2026-07-06,299,0.9665551839464883,0.9665551839464883,287,2,2,8,0.013377926421404682,0.0,-0.013110367892976588,0.013110367892976588,0.6875,0.6875,113,1.0,False,False
gpt-5.4,gha-23832575964,gha-24020491444,2026-04-01,2026-04-06,300,0.96,0.9566666666666667,285,3,2,10,0.016666666666666666,-0.0033333333333333335,-0.017937440315300455,0.011270773648633787,0.5,0.8125,5,1.0,False,False
gpt-5.4,gha-23832575964,gha-24328022313,2026-04-01,2026-04-13,297,0.9595959595959596,0.9562289562289562,282,3,2,10,0.016835016835016835,-0.003367003367003367,-0.018118576879128205,0.011384570145121472,0.5,0.8125,12,1.0,False,False
gpt-5.4,gha-23832575964,gha-24650819763,2026-04-01,2026-04-20,298,0.959731543624161,0.9530201342281879,283,3,1,11,0.013422818791946308,-0.006711409395973154,-0.019843682187063796,0.006420863395117487,0.3125,0.9375,19,1.0,False,False
gpt-5.4,gha-23832575964,gha-24979191336,2026-04-01,2026-04-27,300,0.96,0.9666666666666667,288,0,2,10,0.006666666666666667,0.006666666666666667,-0.002542012009612735,0.01587534534294607,1.0,0.25,26,1.0,False,False
gpt-5.4,gha-23832575964,gha-25653805302,2026-04-01,2026-05-11,299,0.959866220735786,0.959866220735786,285,2,2,10,0.013377926421404682,0.0,-0.013110367892976588,0.013110367892976588,0.6875,0.6875,40,1.0,False,False
gpt-5.4,gha-23832575964,gha-26017377983,2026-04-01,2026-05-18,300,0.96,0.96,286,2,2,10,0.013333333333333334,0.0,-0.013066666666666667,0.013066666666666667,0.6875,0.6875,47,1.0,False,False
gpt-5.4,gha-23832575964,gha-26386972486,2026-04-01,2026-05-25,299,0.959866220735786,0.9632107023411371,285,2,3,9,0.016722408026755852,0.0033444816053511705,-0.011308452197365584,0.017997415408067926,0.8125,0.5,54,1.0,False,False
gpt-5.4,gha-23832575964,gha-26739370271,2026-04-01,2026-06-01,299,0.959866220735786,0.9632107023411371,286,1,2,10,0.010033444816053512,0.0033444816053511705,-0.008003099453279941,0.014692062663982281,0.875,0.5,61,1.0,False,False
gpt-5.4,gha-23832575964,gha-27120305151,2026-04-01,2026-06-08,299,0.959866220735786,0.959866220735786,285,2,2,10,0.013377926421404682,0.0,-0.013110367892976588,0.013110367892976588,0.6875,0.6875,68,1.0,False,False
gpt-5.4,gha-23832575964,gha-27529172037,2026-04-01,2026-06-15,299,0.959866220735786,0.9732441471571907,287,0,4,8,0.013377926421404682,0.013377926421404682,0.0003555485688712962,0.026400304273938066,1.0,0.0625,75,1.0,False,False
gpt-5.4,gha-23832575964,gha-27934941478,2026-04-01,2026-06-22,300,0.96,0.96,286,2,2,10,0.013333333333333334,0.0,-0.013066666666666667,0.013066666666666667,0.6875,0.6875,82,1.0,False,False
gpt-5.4,gha-23832575964,gha-28353397523,2026-04-01,2026-06-29,299,0.959866220735786,0.9565217391304348,284,3,2,10,0.016722408026755852,-0.0033444816053511705,-0.017997415408067926,0.011308452197365584,0.5,0.8125,89,1.0,False,False
gpt-5.4,gha-23832575964,gha-28772619054,2026-04-01,2026-07-06,300,0.96,0.9633333333333334,286,2,3,9,0.016666666666666666,0.0033333333333333335,-0.011270773648633787,0.017937440315300455,0.8125,0.5,96,1.0,False,False
